리뷰,평점
갖고 싶었던 안마기와 영양제를 다른 곳보다 싸게 샀다! 짱입니다 다른 특가 상품도 많이 많이 만들어주세요!,5
좋은데요 ~~ 오늘은 첫날이라 접속자 폭주로 로딩이걸리긴 하지만 재고 현황보고 사러갔는데 도움이 됩니다 ~~^^ 모두들 코로나 사태 잘 이겨내시길 바랍니다!!,4
코로나 사태 이후 시간이 얼마 안지났는데.가장 필요한 정보 서비스한다그래서 놀랏습니다 감사합니다 내일 마스크 스캐너 오픈하면 사용해볼게요~ 생년 입력하면 해당되는 마스크5부제 요일 알려주는 기능도 있으면좋겠습니다 알림기능두요,5
비대면진료 진짜 편하게 많이 나아졌네요. 처음에 코로나때문에 썼고 이번에 위염때문에 또 써봤는데 그사이에 많이 바꼈네요. 건승하세요,5
대면 진료비랑 동일하다고 해서 이용했는데 동네 병원이랑 진료비가 너무 많이 차이나요; 결제 문자 확인하고 놀랐네요.,1
북마크 기능이 잘 안 되거나 갑자기 팅기거나 정지할 때가 있어서 불편할 때가 있음. 병원과 증상 카테고리를 좀 더 세분화해줬으면,4
"회사에 확진자가 넘쳐 흐르는데 재택을 안해줘서 혼자 그냥 신속항원검사 받고왔습니다, 굿닥으로 찾으니 편하네요. 다행히 난 음성!",5
비대면 첫 이용해봤는데 빠르게 응대해주시고 친절해서 좋았어요! 앞으로도 자주 사용할게요~~~~~,5
마스크 재고가 남아 있는 약국과 이름을 표기 해주는건 좋은데 그곳이 어디 인지 지도를 봐도 모르겠어요 좀더 정확한 정보가 필요해요,3
영업시간이 맞질 않아요 네이버에 검색하면 휴무라고 나오고 굿닥에서는 진료한다고 하고... 정보가 업데이트가 안되는데 어떻게 믿고 쓰나요,1
이제 병원진료도 비대면으로 되다니 이런 생각을 하고 개발한 아이디어에 존경을 표합니다. 후기들보니 아직 불안정한것 같은데 점차개선 되라라 봅니다. 어느것이든 시행착오는 있기마련이고 이미 만들어진것에 아무나 감놔라 배놔라 할순있어도 최초로 무언가를 만드는건 아무나 못하는것이라고 생각합니다. 개선을거듭하며 더욱더 좋은 어플이 되길 기원 합니다.,5
비대면 첫 이용해봤는데 빠르게 응대해주시고 친절해서 좋았어요! 앞으로도 자주 사용할게요!,5
다른 앱보다 확진자 동선같은 걸 쉽게 보이고 신천지도 잘 보입니다 유용한 앱 이거 말고 다른 앱은 지워야겠어요,5
"지금까지 앱을 잘 사용했는데... 오늘 갑자기 주변 확진자 동선표시를, 볼 수가 없네요ㅠㅠ 담당자님! 앱 어디에서 기존처럼 확진자 동선표시를, 확인할 수 있는지를 자세히 알려주세요^^♥ 환절기에 특히 목감기 조심하세요~ 담당자님!",3
진짜 좋아요..새벽에 급작스럽게 아파서 난처했는데 덕분에 가까운 24시간 병원찾을 수 있었네요!!! 좋은 어플 만들어주셔서 감사합니다,5
아이새움소아청소년과에 예약하려는데 아이는 예약되고 같은 날짜에 접종하려고 보호자도 별도 예약해야하는데 주민번호 입력하는 화면에서 계속 접수소켓응답시간초과 나옵니다,1
쓸모가 없네.. 진료가 필요한 병원을 찾고 있는데 휴진인지 아닌지 지역도 무엇도 조건별로 검색도 불가하고 그냥 리스트만 불러오는거면 심평원 사이트 조회하지 뭐하러 어플쓰나 내참,1
꼭 전화해보고 가세요 가끔 틀린 경우도 잇으니까. 그치만 급할 때 시간없을때 어플로 많은 도움 받고 잇어요 ㅎㅎ 감사합니다,5
병원 출입 큐알체크인하려고 설치했는데요. 큐알체크인하면 에러메시지가 뜹니다. 종이가 안나오기도 하고 한번은 종이가 나왔는데 생년월일이 안찍혀있어서 그런지 근처에 있던 출입관리하는 사람이 주민번호 불러 달라고 합니다. 그냥 기계로 했습니다. 뭐가 문제죠?,1
"너무 좋습니다 원래 앱평가 잘 안쓰는데, 굿닥은 평점 주러오고 싶게 만들정도로 유용해요 ㅠㅠㅠㅠ 덕분에 병원정보 수월하게 알 수 있었어요~~ 좋은 앱 감사해용❤❤",5
"약국 영업개시전이거나 아직 마스크가 입고되지 않은경우 품절이 아니라 영업전 , 미입고로 표기 되었으면 좋겠습니다. 더불어 선호 약국을 지정해 판매게 시 되면 알람기능이 추가 되었으면 좋겠네요. 암튼 유용하게 잘쓰겠습니다. 감사합니다.",5
편리한 앱이다. 더 많은 이용자들을 모은다면 네트워크 효과로 인해 훨씬 더 좋은 앱이 될 것 같다.,5
최고입니다 다만 실시간 예약가능한 어플도 나왔는데 그 기능 결합하심 더 좋을듯해요,5
아니 예약을 했는데 내역은 어디나오나요? 2개 예약 했는데 최근 것만 나오고 이전 예약내역은 나오질 않아요,1
전기치료하는데 대충 어깨에 툭던저놓고가고 치료가 끝나는데도 간호사는 와보지도 않고 내가 스스로 등에있는걸 걷어서 내려놓고 나와슴 예전에도 그럿던 기억이낫는데 그때나 지금이나 똑같네요,1
"인증왜안되는거죠 진짜 짜증나네요 어쩔수없어서,다니는 병원의 유일한 예약창구인 상황인데,인증시도를 몇번째하는건지 이건뭐 ...몇번을해도 안되고 환장하겠음",1
아직 처음이라 그런지 시행된건 없지만 확진자 데이터 동선 보여주는건 안심이된다고 생각해요,4
마스크 입고 시간도 알려 주고 재고도 자세하지는 않아도 대충 어느정도인지 알수 있어서 너무 좋은거 같아요.,5
대기순번확인은 도대체 어디서 하나요? 병원서 접수하고 대기몇번째인지 확인하려고 아무리 찾아봐도 안보여요ㅡㅡ 어쩌라는건지요.. 마이페이지ㅡ진료내역에도 안나왔었네요,2
새로운동네에서 병원찾을때 참고하기 너무 좋아여 다만..어플이 느린건지 제핸드폰이 느린건지 모르겠어요 ㅎ.ㅎ,4
비대면진료 받기 어려워서 집근처 코로나 전화진료 병원 찾아서 해봤는데 예약해놓고 시간돼서 전화도 주시고 편했습니다. 비대면진료 오래걸리면 코로나 전화병원 찾아보는거 강추! 약국도 병원근처로 해서 약도 다 있는듯요,5
코로나 확진자 다시 늘어나서 불안하네요. 혹시 몰라서 미리 깔아둡니다. 카페에서 많이 봤어요,5
별점도 하나도 아깝네요 찾아가면 지정된시간에 판매한다고하고 보유수량많다고 자랑하는것도아니고 주차할곳도 없고 사람힘들게 여러곳 돌아다니게하고,1
취지는 좋으나 마스크 재고가 없는데도 충분으로 나옵니다. 결국 발품팔아 샀습니다.,3
열이 계속 39도가 넘는데 약은 퀵으로 신청했는데도 누락이 됐는지 올 생각도 안하고 취소도 못합니다. 진료도 서울사는데 대구에 있는 피부과랑 매칭이 되질 않나.. 쓰지마세요. 어쩔 수 없이 응급실가서 재진료받고 약 처방받습니다..어플은 바로 삭제합니다.,1
"안양6번째확진자 동선확인하는데, 누군지 어떻게 알죠? 확진자는 경기, 충남 이런식으로 검색하라고 하는데...",1
"회사에 확진자가 넘쳐 흐르는데 재택을 안해줘서 혼자 그냥 신속항원검사 받고왔습니다, 굿닥으로 찾으니 편하네요. 다행히 난 음성!",5
확진자 동선 정보는 삭제 하는게 맞다고 봅니다 부작용이 더 많아보입니다 좋은 앱 잘 사용하고있습니다 수고하세요^^,5
"""품절""이라고 되어있는곳과 회색마스크로 표시된곳의 차이가 무엇인가요? 모든약국에 공적마스크가 제공되는건지.. 그런정보를 볼수는없나요? 원격진료설명을 보니 카톡으로 먼저 정보제공후 전화진료를 하는거같던데 .. 그럼 진단서요청버튼을 먼저 누르는건가? 좀 애매하게 되어있어서 순서를 알려주세요",4
모바일 예약 신박하네요. 많은 병원에서 예약이 가능했으면 좋겠네요.,5
로그인이 안되요 회원가입 소셜로그인 다 안되요 삭제후 다시 해보고 1시간 뒤 다시해보고 네트워크 문제라고해서 와이파이 핫스팟 lte 써봤는데도 안되요 가입하자마자 너무당황스럽네요,1
시골 원격진료만 생각했는데 수도권에서 비대면 진료라는거 받아보니 세상 참 좋아졌다 싶네요. 빨리 법이 개정돼서 상용화되면 좋을것 같습니다!!,4
업데이트에 보다 안전한 개인정보를 위해 sns연동과 본인인증을 했다고 하는데 이해가 안가서요.. 익명이 안전하지 않을까요?,3
"지인께 추천받아서 깔았는데 스토어 상품도 다양하고 싸고 유용합니다, 병원찾기 편하네요",5
작년부터 굿닥어플썼는데 그때도 리뷰썼었고 이번에도 리뷰쓰고 재방문 할라고 이벤트 신청한내역 찾아봤는데 병원을 두군데나 갔다왔는데 자꾸 이벤트 신청한 내역만 누르면 네트워크연결에 오류가 있다고 내역도 안뜨면서 리뷰작성이 안되네요 아 답답하네 둘다 이벤트여도 한곳은 별로여서 두곳다 솔직한 후기라 쓰고싶어 미치겠는데 짜증나네요 이거 어케해야되요,5
친구 추천으로 사용해봤는데 편리해서 자주 이용하고 있어요~! 좋은 개능 더 많이 만들어 주세요^^,5
별1개도 아까움 단점이 너무많은 어플 비용공지나 기타 등등 어플사용시에도 렉이 너무 많고 타자칠때 창이안보임ㅋㅋㅋㅋ 최악의어플 사용하지마세요 혈압오르고 건강 더안좋아져요,1
시골 원격진료만 생각했는데 수도권에서 비대면 진료라는거 받아보니 세상 참 좋아졌다 싶네요. 빨리 법이 개정돼서 상용화되면 좋을것 같습니다!!,4
위ㆍ대장 내시경 잘하세요. 주치의로 병력과리와 추이관리도 꼼꼼하게 잘하십니다. 원장님 인상 좋으세요.,5
시도해봤는데 아직 싱크가 하나도 안 맞아요 문을 안 열었는데 초록불로 뜨거나 입고가 안되었는데 주황불로 나오거나,3
예약이 안 눌리고.결제카드 설정도 확인마침 버튼 비활성화로 할 수 있는 게 없어요,1
네이버지도에서도 안맞는것 보니 API가 그런가 본데. 그럼 상황인지했을텐데. 뭔가 안내나 아님 수기로 별도정보로 관리해서 틀린것 어느정도 잡아야 하는것은 아닌지..휴일에 진료중으로 떠서 갔는데 간곳마다 다 영업 안해서 3시간을 헤맸네요.,2
"11일부터는 우체국,하나로마트도 조망간 데이터가 제공된다고 네이버에서 봤어요. 그럼 굿닥에서도~~ 약국뿐아니라 우체국과 하나로꺼도 잔여수량 알수있게 되는건가요?",4
결제수단을 등록해야된다고해서 등록했는데 왜 정기결제가 되는거죠?사기사이트인가요? 고객센터는 전화를 받을수 없다고 안내멘트 나오네요,1
비대면 이용했어요! 서비스 기능이 더 좋아졌음 좋겠어요~ 그래도 약은 빠르게 잘 받았습니다^^,5
탈모약이나 아토피약같은거 굳이 병원가도 더 봐주는거 없는데 비대면진료로 약 받을수 있으면 좋을거같네요. 저는 이번에 코로나때문에 써봤어요. 편합니다.,5
"아주 좋아요 덕분에 헤매지 않고 바로 한방에 구매했어요. 주변확진자 동선, 문 연 약국,병원까지 확인 가능하고 아주 좋네요. 한가지 기능 추가해주셨으면 좋겠네요. 주소입력기능 있었으면합니다. 저도 80되신 엄마한테 재고있는 약국 알려드릴려고하니 저는 서울에 있어서 스마트폰 위치기능켜서 지도를 줄여서 엄마계신지역 찿아서 다시 지도 확대해서 엄마계신 주변약국 찾아야해서 쪼금 불편하네요. 나이드신 부모님들과 함께살지 않는 자녀들은 전화통화하면서도 이 어플로 그 지역 재고있는 약국 알려드릴수 있으니 많은도움될것같네요. 매진되기전에 사시려고 아침부터 약국앞에 줄서서 기다리고 매진되면 여기저기 찿아 헤매시는고. 나이드신분들이 면역이 약하고 기저질환이 많아서 의료진 다음으로마스크가 가장 필요하신데 스마트폰익숙치도않고 대부분 가지고다니기편한 작은 옛날 폴더폰 많이쓰고.. 가능하다면 즐겨찾기기능도 된다면좋겠네요 '대중교통'버스어플처럼.빨리 코로나가 끝나기를 바라며. 대한민국 힘내라 힘 !!!!!!!",5
아이가 다니는 병원 예약하려면 굿닥 어플 꼭 써야하는데 조금 더 개선됐으면 좋겠어요. 좋은 앱으로 만들어주세요.,4
우리동네 제가아는 약국만 5곳인데 그중2곳이 안나와요.빠진약국들이 있는듯... 추가해주심 좋겠어요. 다른건 좋아요. 보기도편하고ㅡ감사히 잘 쓸께요^^,4
친절하시고 모른것도. 잘 알려주셔서 너무감사 ~솔직하게 아파도 기분좋은 의사입니다,5
